id,document,label
612393179,"생각 거리 보단 눈에 보이는 액션을 중시하는 영화팬들이라면 그다지 좋아하지 않을 영화.
소노 시온 작품, 혹은 김기덕의 작품을 좋아하는 이들이라면 취향에 맞을지도.

동일하게 아이를 소재로 하지만, 담X, X번 방의 선Y 류의 강제 누선 자극적 영화 보다는 소리도 없이 가 더 가치 있는 영화라고 생각하는 이들이라면 이 영화에 낮은 평점을 줄 순 없을 거라고 생각합니다.

저는 고점을 던졌지만,
일영이라는 이유로 평점테러를 해 버리는 분도, 물론, 저는 높이 삽니다.
작디 작은 것 하나이지만 일본의 ㅇ만 들어가도 불매하고 혐오한다는 그 신 애국주의는 정말 존경합니다.
저로서는, 문화 분야에 있어사만큼은 도저히 그럴 수가 없거든요.
저로서는 도저히 불가능한 일을 하는 분들이니 칭찬합니다.",1
597674401,역시 왜구들의 정신상태는 알 수가 없다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
597579650,"끝을 모르는 광기와 욕망의 질주

하지만 호불호 엄청 갈림",1
604197098,"저 배우들을 어떻게 다 캐스팅했는가? 

단지 이 사실만으로도 
궁금해서
꼭 봐야 하는 영화ㅎㅎ",1
598182658,"일단 배우 캐스팅 부터 10점만점!!!!
우리 우주최강배우 댕길이~남기리 배우님도 나오고 이건 무조건 봐야해!!목빠지게 기다리고 이습니다 남기리 배우님♡",1
598149685,"좋아하는 장르  기대됩니다
김남길 배우님  빨리 보고 싶네요",1
598198383,기대합니다,1
597700320,"멋진 영화로 평가되길 기대 기대~!!
김남길 배우님 홧팅~!",1
598147328,"벌써  심장이  떨리네요~
천만 가즈아~^^ 김남길 화이팅?? ",1
597704505,기대되는  비상선언  김남길배우님  화이팅 ~!!!!,1
597700331,"김남길님
제복♡
기대됩니다~",1
598134184,김남길 화팅^^♥,1
603934954,초호화 배역들~,1
598196956,배숮이 화이팅 기대할께??,1
605747988,"요즘 수지 연기하는 것 보니, 진짜 감정선도 잘 살리고, 볼때마다 힐링되고, 너무 기대돼요. 원더랜드 진짜 기대할께요^^",1
598213069,배숮 빨리 스크린에서 보고싶다(마스크 잘 쓰께),1
614753260,수지 보검 케미 기대합니다. 건축학개론 이후 수지와 찰떡 영화가 되기를! 수지화이팅,1
598185054,수지화이팅!,1
598134157,내가 좋아하는 배우들,1
597679608,원더랜드 기대중~,1
598137023,수지 화이팅????,1
631919655,수지 누나 이번에 원더랜드 대박나서 상 받으면 좋겠다~~♡♡,1
605533519,코로나 이후로 영화관 안갔는데 꼭 간다 배수지!,1
717566304,본인 맘대로 채우는게 아닐까?,0
702095384,Just so so.,0
597693961,"Sometimes, always, never

Sometimes, always, never
Something has changed
Something has changed
I don't know why
Something has changed
Something has changed

Sometimes, always, never
I'm looking forward
To clear my head
To understand
A change, A change
A change

Sometimes, always, never

Sometimes, always, never
Sometimes I wonder
What's going on
It's all gone wrong
And though",0
597687485,상실의 시대에서 행복을 찾는  마음 따뜻한 영화라고 생각합니다. 진심으로 꼭 봐야 합니다!!!,1
597683095,실종된 아들을 향한 부모의 마음은 동서고금 어디나 한결같네~ 보고 또 보고 픈 영화,1
597571095,"아니 생각해보니 ㅅ1ㅂ 고증 잣도 안하고 그냥
뇌피셜로 만들었노.   김기환이 형님으로 나오는것도
그렇고 일본장고의 양자로 들어간걸 여기서는 구라를 치고있어...  그리고 동경유학이 아니라 평양 유학이었다니....
또 이학기를 주먹으로 잡았다고? 신마적의 측근이었고 신마적이 만주,평양으로 갈때 이학기랑 같이 따라갔던 막내분의 인터뷰를 보면 신마적은 힘이 장사여서 이학기를 씨름으로 내리 꼿았다고 하는데...  고증종 확실히 하고 만들것이지...  나의 우상이던 개망나니 엄동욱 형님을 천사로 만들어버렸네...  그리고 이왕 캐스팅한거 야인시대에 엄동욱으로 출연한 최철호 배우님을 섭외 했어야지",0
597590061,"이거 평점 만점 주는 작자들 백퍼 영화 관계자들이다
어린이용도 이거보단 낫겠다 ㅋㅋㅋㅋ",0
597567211,이거보면서 야인시대 향수를 떠올리는 사람은 진심으로 병원 가길 바람,0
597567205,이거 진짜 일본인이 보기 두렵다..  영화의 설정이 단단하면 반일이든 친일이든 일본인들도 영화로써만 평가해서  그냥 납득하고 보는데..  쿠사나키는 뭐고 빠가야.로는 뭐고 초쎈징은 뭐고.. 진짜 감독은 뭐하는 세낀지 모르겠다. 딱 봐도 지금의 반일감정 자극해서 반일코인 타보겠다는 상술 같은데 감독은 양심 좀 있어라ㅡㅡ,0
597565509,"제가 왠만하면 독립영화든 저 예산이든 다 보는데요.
이건 솔직히 책방아저씨 장면에서 더 이상 못보겠습니다.
하루 종일 영화만 보라면 보는 사람인데",0
671569835,연기도 뭣 같이 드럽게 못하네들,0
597584515,극한액션!!! 멋져요^^,1
597567212,영화가 쓰레기가 아니네.. 감독이 쓰레기네,0
597567208,카라테포즈를 잡더니 갑자기 이단옆차기ㅋㅋㅋㅋㅋㅋㅋㅋ,0
597565648,이 정도 영화면 나도 찍고 연기 하겠다는 착각이 들었다. 이 정도면. 예전 티비 드라마 야인시대 볼 것을 추천함.,0
597564376,솔직히 너무 별로다.,0
597564095,"우뢰매보다 못하네
애들 장난치는것도 아니고",0
597681308,재미굿~액션~굿 연기굿굿~~,1
597637387,"스토리 탄탄하고, 배우들 연기력 너무 좋다.. 
꼭 봐야 하는 영화중에 하나.. 독.불.장.군. 엄.동.욱
여러분들 꼭 보세요~!!!

(나만 죽을 순 없어..)",1
597572924,속편 나올 거 같은 느낌........,1
597568165,"어떻게 저 예산으로  이런 대작을 만드는지 실로 감탄하면서 영화를 봤네요
액션은 이연걸 이상이며 시나리오는 김은숙 작가가 쓴거같은...
국제 영화제에 이런 작품은 왜 못나가는지...
DVD소장하고 싶네요",1
597565665,"우연히   보게된  영화 !      독립영화인가 ?  

나름 볼만했습니다  .. 야인시대   기억 새록새록  ^^",1
597565353,야인시대 광팬들은 봐야 될 영화에요! 아빠랑 너무 너무 재밌게 봤어요bbbb 최고,1
597565293,통쾌하고 넘 잼있습니당,1
597565265,참혹하고 잔인했던 일제에 대항했던 평범한 영웅의 범상치 않은 속시원한 액션. 역시 기대했던 만큼 재밌었습니다. 맨몸액션은 아저씨 이후로 화려해서 무척이나 통쾌한 맛이 있습니다. 못보신 분들은 꼭 챙겨보세요. 또 생생한 배경 안에서 캐릭터들이 살아 숨쉬고 있는 듯 했습니다. 정말로 의미있고 깊은 영화이니 만큼 별 만점 드리고 갑니다. 좋은 영화 만들어 주셔서 감사합니다.,1
597565259,"이거지!!!! 저예산이면 어떠랴!!! 제대로 액션터져주고
일본혼내주는 제대로 흥미로운이야기!!! 시리즈물로 계속나와주길!!!",1
597565252,"촌스러운 주인공.
촌스러운 줄거리.
그 시절의 고난과 아련한 아픔 속에 흐르는 투박한 민족 정서.
잘 보았습니다.",1
597565202,야인시대 광팬으로 너무 재미지다. 장군의 아들 이후 사시미 깡패들 영화만 나왔는데 간만에 의리의 주먹들을 보게되니 살짝 흥분이 돈다. 야인시대 나왔던 다른 주먹들의 이야기도 나오길 간절히 기대해본다.,1
597565191,재미지다  다 태려부셔!,1
597565188,흥미로운 전개에 액션까지! 야인시대 추억소환! 강추,1
597617371,영화자체는 볼만한데 시간대랑 상영관이 문제네 ~~!,1
597616022,진짜 재밌는데 상영관이 많이 없어서 아쉬워요.. 쿠키영상? 꼭 보세요!!,1
597611184,오랜만에 골때리는 애니메이션 봤네요 ㅋㅋㅋ 어른도 잼나네...^^  ,1
597610098,고뇌하는 독수리!!!!!!!!!!!!!!,1
597598480,극장판이다!!,1
597597589,재밌겠다!!,1
597590753,ㅋ 재밌겠다!~~,1
597685355,아역배우들 부모들이 돈을 모아 만든 듯한 영화.,0
597676186,"투자받으신건가요? 궁금합니다. 투자받는 방법.
책으로 내주세요",0
597675407,"정슬기 완전 내스탈 
시간때우기로 아무생각 없이 재밌게 봤다
사랑해요 정슬기",1
597674603,으아.. 정말 최악이네.. 영화라고 말하기도 민망할 정도.. 어떻게 연기가 되는 배우가 하나도 없나?? 정말 삼류에로영화보다 연기 못하네.. 제발 이런 영화는 만들지 말자..,0
597673910,삼류성인영화에 나오는 배우들 연기는 오스카급이네,0
597673442,혼자는 안죽는다 10점,1
597673264,아~  이런 영화를 보게 될 줄~~~,1
597673045,"설정과 연출은 접어두더라도
어떻게 연기 잘하는 배우가 하나도 없냐
진짜 더럽게 못하네...",0
597672656,저예산 독립 영화에 한계가 많이 보이지만 이런 영화들 응원해줘야 우리나라 영화계가 더 발전할수 있을듯 합니다!!! 화이팅!!!,1
597672502,연기도 설정도 부실함의 총체,0
597672262,"우와~~ 고등학교 축제 때 연극동아리에서 준비한 것을 핸드폰으로 찍은 느낌이예요.
영화에서는 오랜만에 보는(마치 19금 영화 화질 같은) 영상미와 연기가 인상 깊네요.",0
597671634,"촬영, 조명, 연기...모든 면에서 부족함이 많이 영화",0
597671569,쓰레기영화하나 또 나왔네요. ,0
597671098,재밋게 보았다~  ,1
597671061,감독 연출엉망. 김승현 어색한연기.뻔한스토리.영화보는 내내 닭알돋을 정도로 어색하고 적응이 안돼네요 예시 감독의 연출은 배우들 연기와 직결되고 영화전반에 있어서 매우중요한 부분입니다,0
597670835,어색어색,0
597637115,생각보다 재미있어서 놀랐어요!ㅎ 코미디 대박~~~ㅇㅈ? 어 ㅇㅈ!,1
597577203,재미있었어요,1
598224683,욕하는 사람들만 댓글에 없으면 100만점은 드릴수있습니다,1
597592309,5252!! 믿고있었다고 젠장!!!,1
650688872,카스아리 사랑행??????????????히나랑 아야두??????????????????????,1
597567450,아베총리와 일본극우파 전범기업은 혐오하지만 문화교류는 계속되어야하고 개인적으로 뱅드림팬으로써 재밌게 라이브보고 왔습니다  그리고 애니랑  영화 본거아니면 별점태러자제좀 하나하나 개별적으로 평가합시다,1
598221676,"노래가좋네요사랑해로젤리아,포핀파티",1
598196661, :),1
597636650,굿,1
597581536,아야쨩! 최고였다고!!!,1
597567456,"뱅드림 좋아하는 사람으로서 너무 재밌게 봤고 애들 하나하나가, 밴드 모두가 너무 개성넘치고 예쁘고 멋지고 그래서 너무 반짝반짝거렸어요. 재밌게 봤습니다! 그리고 별점테러 하지 마세요. 제대로 보고 나서 하시는 게?",1
597567138,재미있는 라이브였다...,1
597566550,"너무 재미있었어요
모두 야광봉 들고가세요!!",1
597565493,애들이 너무 이뻐요 미친거같음 사랑해요,1
597560277,?(?▽??) ♪,1
597558964,.,1
597558652,.,1
597556149,.,1
597554548,보고싶엉,1
597553776,.,1
633045685,테러는 어딜 가나 있네 가라,1
607157701,뭘봐,0
607157436,일본이 조선에 독을 풀었다,0
607156698,이런거에 점수 10점씩 주는 사람들은 몇점짜리 인생일까...,0
607163042,그저 아이마스 아류작,0
597689720,아 저 밑에 평점 높게 주신 분들은 뭥미~ 영화를 보기나 한건지ㅠㅠ B급중에서도 최하위등급이에요~,0
597636998,"아무리 B급 저예산 영화라지만, 미국 대통령이 연합부대를 직접 지휘하고
몇명의 특수부대원이 총만으로 아랍테러부대를 전멸시킨다는 설정도 황당하고 
액션도 무슨 서바이벌 게임장에서 벌이는 것처럼 조잡하다..",0
597622623,"매년 미국에서 제작하는 비급 전쟁액션물 중에 하나. 악평이 많은지라 기대치가 없었는데, 용기를 내서 봐야할 정도의 망작으로 보이진 않는다. 전쟁치곤 스케일도 작고 연기나 연출도 엉성한 점이 있지만, 전쟁물을 좋아하는 사람이라면 지뢰 피하듯 피할 필요까진 없을 것 같다. 다만, 한가지 바램이라면 후속작 제작은 참아주시길..",0
597619333,액션이 좋습니다. ,1
597617183,2.5점이라고..... 영화 좀 보고 평점 답시다 우리 인간적으로...,1
597614353,못봤음 ㅋㅋㅋ,1
597623369,"인내심을 요구하는 지루한 전개, 별 의미없이 흘러가는 스토리라인, 재미도 흥미도 모두 잃어버린 작품. 긴장감도 거의 없고 각본도 있으나마나하고 연출도 연기도 그다지. 시간이 남는다 해도 추천하며 보라고 하기엔 무리가 있는 듯.",0
597605496,"아니 어떻게 자아치료 환자를 외딴 섬에 버려두고 혼자 치유하라고 할 수가 있나? 혼자 사색하다가 자살할 확률이 일반이 보다 배나 클 텐데...
또한 발이 조개에 벤다거나 하는 ... 계속 보기 짜증나는 장면들의 연속... 그리고 또 50분이면 될 스토리를 질질 끌기만 하고... 별 필요도 없는 반전은 왜 넣어서... ",0
746916899,몸매,1
614912691,85분의 러닝타임이 3시간처럼 느껴질 정도로 빈약한 각본으로 질질 끈다는 느낌만  들었다!,0
597623567,주요 관람객 나이 설정을 5~12세 미만으로 설정을 했나.,0
597607852,인내심 있게보라 ㅋㅋ,0
597598689,1점을 주기도 망설여 지네... 걍 쓰레기,0
597595952,설정부터 납득불가,0
597595711,절망이다,0
597592350,"아이고 돈 아까워 ㅠ
개연성 없는 부분 투성이...
졸지에 고아된 청소년을
검증되지 않은 무인도에 던져둔다는게
말이 되나? ",0
597590027,블룸하우스는 역시 ㅇㅈㅇㅈ,1
680021806,"알바들 우글우글..속지들 마세요.
이 영화는 살인마가 나오는 스릴러가 아니라 코미디 영화입니다.
파출소에서 칼 들고 난동 부려도,도심 한복판에서 칼 들고 난동 부려도, 범인은 유유자적…
와 정말 이런 스토리를 영화로 만들고 투자하는 배짱은 어디서 나올까?",0
679660256,"정말 쓰레기 영화 연출 개엉망 무슨 관객을 바보로 알고 만든 영화임 보는 내내 시간 아까워 미침

이 정도면 거의 학생이 만든 수준이네요",0
680022654,"아우~발암유발 중 최고의 영화입니다.ㅠㅠㅠㅠ고구마 천만개먹은듯~ㅠㅠㅠ파출소가 투명파출소임?이 영화보다가 속터져서 천불날듯했어요. 스토리 전개를 이렇게 풀어나가는것도 능력인가요?ㅠㅠ 진짜 욕하면서 본 영화는 몇개없는데 이 영화는 시종일관 욱하고 욕하면서 본 그영화네요.배우들의 연기는 갑인데 연출과 스토리 전개는 밑바닥 영화. 티빙에서 밨으니 보다가 딴짓하고 냉장고에서 차거운 사이다마시고 오고 했으니, 그나마 끝까지 보긴 했네요.",0
679607334,"평가하기도 아깝다.
내 시간, 내 5천원 돌리도.",0
676889716,"숨막히는 ""미드나이트""라고하던데ㅎㅎㅎㅎ
다른 의미로 숨막혔음ㅎ
뛰쳐 나갈뻔한거  친구땜에 참음ㅎ
친구도 같은 마음ㅋㅋㅋㅋㅋ
같이 나갈걸ㅋㅋㅋㅋㅋㅋ",0
679585779,이 영화를 보고 암에 걸릴 것 같다.,0
679888196,보통 꿩이 위험한 상황이 되면 머리만 숨겼다가 안좋은 결말을 맞죠. 근데 이영화는 머리만 숨기면 모든게 해결됩니다.,0
679639111,넘 재미없어요  보다나옴 ㆍ,0
679625498,역대  개망작  순위에  오를듯  진기주는  왜  이런데 ㅠ,0
680516837,관련된 모두가 바보가 되었다..,0
679902686,"와~ 연기자들은 연기를 잘하는데, 이야기 전개며 설정이며 너무 억지에다가 답답 그 자체였음",0
681909031,주인공  들이  투명인간 이네요 둘이서 뛰고 싸우고  하는데 아무도 신경 안씀ㅋ 감독님 제가 찍어도 이보다는 잘 할수 있을거 같읍니다,0
681798377,"댓글보고 상당한 각오를 하고 봤지만 군인들이 술래잡기 하듯이 ""여기예요~! 여기"" 하는 장면에선 꽁트도 아니고 이뭔병...",0
680801695,"전형적인 한국스릴러  클리셰만 때려 넣었는데 진짜 때려 넣기만 한 시나리오 내가 이 영화를 보고 뭘 느껴야 하는지 모르겠음. 
 그냥 보고나면 불쾌하기만 했습니다. 진짜 남감독 남작가가 만들었다는 생각이 확 듭니다. 여자를 어떻게 소비하는지 너무나 보이는 전형적 한국 영화, 개연성이며 서사도 없는데  범인은 찌질하고 후반부 될수록 어이없어서 웃음  캐릭터의 명확성이나 설명도 부족하다고 느꼈고 공모전에도 이렇게는 안내겠다 싶었습니다. 대사도 너무 전형적 대사이며 대체 왜? 싶은 고구마 100개 먹는 기분이였습니다. 
남에 돈 받으면서 이렇게 만들면 양심 없는거 아닌가..",0
680804257,"한국스릴러의 단점들만 모아논 망작.
굳이 답답한 경찰을 보여주지않아도 긴장감을 끌고갈 수 있는 소재임에도 불구하고 고질적인 무능력한경찰 클리셰를 과하게 적용하여 흐름을 개판만든 졸작.
배우들 연기력 또한 진중하게 깔리지 못하고  생기발랄한 표정과 몸짓으로  영화의 분위기를 망침.
영화보기전에 여배우가 청각장애 역할을 위해 많은 연구를 했다는데,  장애우 역할 이전에 스릴러 장르에 녹아들지 못하니 영화가 코메디로 가버림.",0
680727919,최악................답답해도 웬간히 답답해야지..........,0
681254503,최악의 영화. 난생 처음으로 답답해서 보다가 욕 지르고 나가고 싶었던 영화. 볼만한건 진기주 연기일뿐 모든 캐릭들의 사고방식이나 행동이 우리가 아는 한국사람인지 의심스러운 영화. 고구마 백만개 먹은 느낌. 이거 볼려면 체르노빌 발신제한을 보세요. 조조로 봐서 다행이지 휴,0
679971404,103분 중에 90 분 뛰어다니는 영화. 기승전결이 아니라 기승승승승승전 걍 보는 내내 긴장만 하고 시간 아까움,0
680665404,여배우연기에 극찬을 보내고싶음,1
680779660,재미없고 유치하고 상식적으로 말도안되는 전개만 한가득.  이럴거면 판타지영화나 만들길.  이거나 그거나 서로 말도 안되는건 똑같으니 ㅋ,0
680798508,"남주 연기는 사이코패스가 아니라 화난 남자친구의 데이트폭력 같았음. 추격씬 등에서 쓸 데 없는 대사와
혼자 내뱉는 욕설 등등... 여주는 앞으로 기대 됨.
피해자가 청각장애우라는 장치는 흥미있었으나 황당한 각본과 엉성한 연출, 기존 흥행 영화들의 장면들의 짜집기는
개욕먹어도 쌈.",0
681978345,"극장에 우리 일행 포함 5명...
시나리오, 연출 모두 엉망...
그나마 연기자들 연기는 볼만함...
군바리들이 진기주를 잡아오는 장면에 빵터졌다....
이딴 영화 보고 평점 올리는 모든 분들께 경의를 표합니다.",0
680797486,"개답답한영화
본인의 삶을 당당하게 살아가는 장애여성인 컵셉인데... 도망만다님. 첫 추격씬 지하주차장에서도 문틈으로 나오는 살인마놈을 발길질이라도해서 챠때렸어야지... 맨 도망만 다녀
개답답답",0
681917608,어처구니 없는 설정들 때문에 보는내내 답답해서 죽을뻔~,0
681854703,"경찰서 안에 cctv가 없어 ㅋㅋㅋㅋ 말이 되냐
칼들고 경찰서에서 설치는데 몰라 ㅋㅋㅋ",0
680810076,"코로나이후 첨으로 극장가서 영화봤는데...짜증난다는 말을 몇번이나 한건지, 한숨을 몇번이나 내뱉은건지. 돌잔치갔다가 나오면서 시간이 남아서 영화나 보러가자는 동생이랑  차안에서 예매하고 빗속을 뚫고 가서 본 영화인데...헛웃음만 나오더라구요. 감독,배우,투자자분들은 대본을 읽어보고 이거다싶은 마음이 진심 있었던건지 의구심이 드네요. 갠적으로 마블영화 좋아하는데, 마블영화 싫어하는 동생덕분에 오랜만에 욕 실컷하고 왔네요.평점...감히 많이 못주겠네요 ㅜㅜ",0
680798044,별 한개도 아까운 영화,0
679675500,다음 장면을 예상하면 정말로 그렇게 장면이 나옴. 그동안 지겹게 많이 봐 온 걸 다 갖다 씀. 감독이 너무 쉽게 가려했네... 잘 만들  수 있는 소재였는데 너무나도 아쉽다.,0
680518002,"경찰, 일반시민들을 아주 ♬♪으로 만드는 영화네",0
681461596,이 영화보면서  난 고구마 안먹었는데 왜 물도없이 고구마 먹은 느낌일까? 출연하신분들 연기력은 좋았는데 연출을 이따위로 하다니..  파출소에서 싸우다가 전기충격기 맞는장면보고 영화끕니다. 감독은 반성좀 하세요.,0
598139437,"저예산영화가..자랑은..아니다?!!
저예산영화로..흥행하려고하니..
그것이문제다!!!!!
저예산영화..혹은..독립영화도..
기본(탄탄한스토리/연기력)을충실히하면..
성공(흥행)한 영화들도있다!!!
그래도..한국영화라서2점준다~!!ㅋㅋ",0
760979677,"재밌다! 첫판부터 강렬한 쌍욕을 날리며 등장! 깜놀!했지만  나중엔 정이 들 정도다.가파른 골목을 숨차게 오르내리며 이어지는 초미의 관심사는 빵빵터지는  유머가  곳곳에 포진하고있었다. 담배피우는 장면이 넘많이  나오지만, 초미의 담배꽁초를 길에 함부로 안버리고 휴대용 포켓재털이에 넣는 장면은 숨겨진 멋진 장면이었다. 숙소를 잘 못찾는 베낭족외국인여행자에게 친절을 베풀었을 뿐인데 나중에 배로 은혜를 갚는다. 느린장면에서 유쾌함과 통쾌함을 폭발한다. 나하고는 상관없다고 생각했던 사람들이  나처럼 같이 지지고 볶고 살아가고 있음을 느꼈다. 노래도 저렇게 멋있을수가! 본인자작곡인줄 알았다가  사실은 원곡자가 따로  있었음을 깨닫고 공연중에 밝히며 그에게 바치는노래 ..그 노래가 계속 내가슴에 맴돌고있다.",1
598138809,좋다는 건 알바밖에 없네 이게 영화라니 참....1점도 아깝다,0
598138776,조민수가아깝다  치타주연영화를  누가돈내고보는가ㅋ  ,0
597707082,"■안 본 것들이... 알바 평점 투성이~!!
이런 짓... 바로잡아야 한다~~!!!!!!!!!",0
643926622,"채널 돌리다가 우연히 봤는데 잼나게 봤어요
다양한 인종이 존재하는 이태원을 배경으로 초미의 관심사로 다양한 소수들이 나오면서 그들의 입장을 다시한번 생각해보게 되고 치타의 노래도 좋네요",1
598850298,"조민수가 너무 연기를 못해서 안타까울 정도
치타는 톤이 너무 낮아서 극의 흐름을 방해한다
그나마 노래는 잘해서 다행
영화 내용도 부실하고 주제도 약해서 재미가 없다",0
598220500,"인생의 굴레에서 온몸을 던져 몸부림치며 살았던 엄마와,
그 엄마의  모습에서 삶의 전철을 탈피하려 애쓰며 사는 딸의 관계를 코믹을 믹스해 그린 멋진 영화
녹록치않은 삶의 무게를 이겨내려 발버둥치는 부모와 자식간의 삶을 
재즈선율과 함께 잘 그려낸 우수작!",1
598219900,소수자들을 대변하는 영화- 예술,1
598215743,아주 훌륭 치타 굿 새로운 발견,1
768380751,이런영화는 반값에 해줘야,0
761930540,보다 껐습니다,0
761336027,나만 당할순 없다...,1
761129386,이것이 이태원 클라스!,1
760610345,"연기하는 치타 색다르다. 웃음포인트도 있고 이태원의 이색적인 문화와 소수자들의 모습들...
이런 일도 있을 수 있겠지.  
세상은 너무나 다양하니까.
넷플릭스에서 봤다. 재밌게......",1
708801930,?.,0
690889456,재미없다,0
673726895,"조민수 치타 보는 재미 ~~
그냥 보기에 재밌음 ㅎㅎ",1
598218358,"조민수 캐릭터에 공감이 안감
보는내내 불편한 캐릭터",0
598196696,조민수 연기력에 1점   나랑 안맞는영화임,0
598167480,.,0
598164771,"조민수배우가~좋아서~보았는데~
치타가~더~좋아졌어요~
큰~스토리는없지만~우리나라에 싱글맘,미혼모,이혼녀~
우리나라 모든~여자,엄마,딸,모두~화이팅~입니다~!!!",1
598160810,그래서어찐다고?  아  마무리 뭣같네,0
664014585,지들껀 수출하면서 한국껀 수입안하는 중국공산당,0
659128633,완전 꿀잼요,1
658765221,짜장 알바 많네,0
695261320,"일본 애니인줄...근데 듣기 좋은 중국어가  ㅎ
뭔가 디테일한 부분과 화려함이 살짝 부족?
그래도 넘넘 재밌다!
무한의 중국성우 목소리 진짜 꿀이다 
2탄 기대됨 언제 나올까?",1
751361650,참~~여기저기서 많이도 카피 해 왓네….짜장꺼 안보고 싶다….,0
738992766,중국 애니를 싫어하는거 아닌데  이건 무슨 일본 애니를 다 짬뽕해서 만들어 났네! 나루토에 센과치히로 원피스 토토로,0
731277329,"문화적 이질감 때문에 공감하기 어려운 내용이다.
중국 사람들이나 좋아할듯
그래도 정성스럽게 번역하고 더빙도 하신 분들께 감사합니다.",0
694578504,"엑스멘 세계관 유사
중국은 영화나 애니나 작위적 신파가 많다",0
662243081,"중국애니라고 믿을 수 없을만큼 잘만들어진 애니. 액션, 내용, 소소한 감동까지 뭐 하나 빠질 것 없다",1
658350589,재밌습니다!,1
708911053,"큰일이다...
우리나라 반도체 베끼고
우리나라 공장주문 아이디어 베끼고 
일본 만화 베끼고 
다 베껴서 다시 되팔고 이제 중국에게 저 만화처럼 잠식당하게 생겼네 ㅡ ㅡ",0
622995332,생략,0
663480139,너무귀엽고 재밌고 퀄이 진짜 좋습니다.. 대륙머니..,1
655527813,인간과 요정이  같이 사는 시대가 열립니다. 진심으로 사랑합니다!!,1
598187870,왜 노인들은 성폭행을 안당할거라 생각하나요?어린이도 가족도 성폭행하는 세상인데...,1
598187848,아래 댓글에 누가 69세 할머니를 그렇게 하냐는데...친딸을..친손녀를..그렇게하는 짐승들도 많다...그건 되는 일이고 이건 안되는 일인가? 사람마다 같을순 없지만 인간으로서 최소한의 개념은 있었으면 한다...친할머니가 어머니가 그런일을 당해도 저렇게 생각할련지...,1
598195327,"당신들의 삶에선 느끼지 못하는 감정이라고, 사건. 사실이라고, 그 사실을 귀닫고 무시하지마세요. 공감능력이 떨어지면 그냥 지나치는 게 최선이다. 공감도 못할거면 무시는 하지 말아야지.",1
598187959,이 영화가 갈등을 조장하나? 이미 존재하는 사건을 드러낸 것일 뿐인데,1
598199174,이걸 봐도 아무것도 못느끼는게 인간이세요?,1
598196347,"여자로 태어나 여자로 죽습니다
나이를 먹는다고 변하거나 바뀌지는 않습니다
아프게 봤습니다",1
598187936,갈등조장이라고 몰아가고싶겠지만 실화다. 현실부정하고싶겠지만 이게실화라고..,1
